"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",5972,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",5937,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",5428,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",5279,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",4802,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",4638,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",4264,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",3834,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",3662,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",3348,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",2983,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",2825,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",2788,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",2586,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",9708,"B"
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",8948,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",8181,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",8972,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",9381,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",9119,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",8931,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",8801,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",8457,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",7846,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",7555,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",7244,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",7047,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",6654,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",6860,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",7226,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",21904,"B"
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",24662,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",29861,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",28612,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",25996,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",26648,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",26928,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",24827,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",25355,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",28944,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",30751,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",31106,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",30202,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",31146,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",59000,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",62000,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",60000,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",60000,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",57000,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",52365,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",54000,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",56000,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",54000,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",48000,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",49396,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",46656,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",45517,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",45646,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",44317,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",42348,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",14364,"B"
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",13556,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",13360,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",13485,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",13247,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",11734,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",11364,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",11227,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",11469,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",11437,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",11561,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",11238,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",11124,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",11599,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",10873,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",10456,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",10337,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",10122,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",9013,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",8929,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",8717,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",9228,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",8897,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",6927,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",3853,"E"
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",4968,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",9522,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",13358,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",18523,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",18749,
"NLD","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",18706,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",58000,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",58000,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",62000,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",66000,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",63000,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",62123,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",66000,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",66000,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",70000,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",71000,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",67803,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",67012,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",63585,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",72329,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",74111,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",81234,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",87703,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",98182,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",106356,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",109804,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",101507,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",98128,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",87293,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",79925,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",78474,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",83586,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",85588,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",86067,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",97570,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",97811,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",101729,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",100393,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",98433,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",99987,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",94009,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",91187,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",99797,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",100508,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",93161,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",88251,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",85503,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",83027,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",83115,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",89519,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",91570,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",97756,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",102362,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",102233,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",102299,
"ESP","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",104080,
